[-4, -12, -7, -4, -9, -7, -18, -4]
[1, 11, 6, -1, 0, -1, 1, 4]
[-5, 4, -7, 2, 1, 2, -7, 0]
[10, 1, -8, 1, -1, 3, 12, 28]
[2, 6, 2, 1, -1, -2, 2, -13]
[-8, -13, 0, 2, 2, -2, 4, -6]
[-7, -7, 6, -3, -3, -3, -4, 5]
[-1, 18, 7, 1, 2, 1, -2, 0]
[-6, -8, -3, 0, 0, 3, 4, -15]
[-6, 1, -4, -1, 2, 2, -6, -3]
[2, -3, 2, -1, -3, -5, -5, -2]
[-6, -13, -6, -2, -1, -2, -12, -12]
[-2, 4, 0, 1, -1, -10, -40, 1]
[4, 10, 1, 1, 1, 13, 61, 7]
[4, -5, -6, -3, -3, -2, -8, -31]
[2, -3, 3, -3, -1, -4, -13, 22]
[2, -3, -8, -3, -2, -6, -9, 3]
[5, 3, 3, -1, -2, -5, -23, -4]
[0, 6, 2, 2, 2, 3, 21, 12]
[-3, -5, 1, -1, -5, -5, 5, -11]
[-3, -13, -7, -1, 0, -1, -18, 7]
[-5, -7, 4, 1, 4, 2, -7, 1]
[6, -12, -5, 0, -5, -3, 6, 0]
[0, 2, 20, -5, -5, -3, -3, -4]
[-8, 6, -33, 1, 4, -1, -15, 1]
[4, 1, -3, 7, -3, -6, 12, -15]
[-13, -32, 20, -31, -4, 1, -8, -11]
[10, 11, -59, 18, 4, 1, 0, 4]
[0, -1, 41, 8, 2, -6, -8, -6]
[-14, 3, 2, -12, -4, 2, 11, 4]
[4, 19, -15, 11, 9, 11, 30, 0]
[-10, -7, 23, -25, -2, 7, 29, -12]
[1, -1, -2, -1, -6, -4, -16, -23]
[7, -23, -11, -2, -3, -9, -33, -2]
[-2, 45, 60, 21, 11, 22, 90, 62]
[-1, -7, -33, -15, -12, -12, -36, -21]
[15, 9, -18, 0, 1, 4, 29, -22]
[-3, 16, 31, 10, 2, 0, -8, 1]
[-7, -17, -20, -15, -8, -16, -45, -39]
[6, -14, 20, -1, 2, 2, -7, 14]
[-4, 2, 28, 20, 2, 4, 31, 21]
[7, 6, -60, -4, -1, -1, -16, 0]
[0, 14, -5, 3, -3, -9, -31, 9]
[-3, 3, 12, 9, 2, -3, 13, 3]
[0, -2, 8, -14, -1, 9, 12, -6]
[1, 3, 10, -3, 1, 1, 7, 13]
[-1, -12, -20, 4, -4, -5, -14, -3]
[-3, -4, -3, 0, -2, -8, -22, -7]
[-3, 3, 4, -1, 2, 3, 48, 6]
[0, -2, 2, 2, -3, -6, -6, -3]
[2, -1, -9, -2, -5, -12, -15, -4]
[1, 0, 7, 0, 5, 15, -8, -2]
[-5, -4, -7, -3, -2, -7, 13, 9]
[3, -9, 0, -1, 0, 5, -2, 4]
[3, -1, -7, -6, -9, -12, -25, -13]
[7, 16, -1, 1, -3, -5, 10, 13]
[-4, -24, -22, 0, 4, 13, 3, 1]
[-8, 3, 19, -1, -6, -14, -4, -10]
[5, 0, -2, 0, 4, 6, 7, 2]
[-2, 15, 7, 5, 1, 1, 7, 4]
[1, 0, -7, -3, -4, -2, -26, -5]
[-5, 0, 3, 1, -1, -1, 9, 8]
[9, -10, -9, -2, -4, -2, -1, -28]
[-9, -13, -8, 2, 2, 1, 3, -10]
[0, -7, -4, -6, -5, -11, -26, -3]
[-4, -5, -6, -3, -5, 4, 5, -11]
[-4, -3, 3, 4, 0, 1, 0, 8]
[-1, -1, 4, 0, -2, 0, -1, 31]
[-1, 9, 4, -1, 0, -4, -13, -5]
[-7, 2, 3, 2, 5, 5, 9, 6]
[8, -6, -2, 3, 7, 3, -13, -13]
[-13, 0, 5, 1, 3, 3, 32, -1]
[-3, 20, 6, 0, -6, -14, -43, 4]
[26, 10, 5, 2, 5, 12, 50, 18]
[-11, -5, 5, 5, 3, 11, 37, 35]
[19, -4, -4, -1, 3, 16, -9, 0]
[-6, -4, -5, -4, -5, -6, -2, 1]
[-13, -3, -4, -2, -1, -5, -26, -24]
[8, 3, -2, -1, -5, -12, -15, -8]
[-6, -2, -5, -1, -10, -11, -3, -9]
[-9, -9, -5, -4, -3, 3, 4, 0]
[13, -15, -3, -2, -2, 2, -5, 3]
[-3, -8, -6, -4, -6, 2, -6, -3]
[6, 3, -2, -1, -3, -9, -8, -2]
[12, 0, 0, -3, -2, 1, -1, -19]
[0, -4, -7, -3, -7, -4, 1, -24]
[-8, 5, 0, 0, 5, 9, -1, -2]
[6, -4, -2, -2, 0, -9, -14, -25]
[26, -7, 2, 2, 1, 8, 46, 15]
[-16, 4, -1, 0, -2, -6, 3, 10]
[-31, -10, 0, 1, 3, 1, 2, -2]
[30, -1, -1, 1, -1, -5, -18, -8]
