[2, 0, -12, -3, -2, -4, 3, 0]
[-1, 3, 1, 0, 0, 2, 2, -1]
[-10, 0, 3, 0, 3, 3, -2, 8]
[1, 2, 2, -3, -1, -1, 4, -9]
[14, -8, 2, -1, -3, -3, 4, -9]
[-2, -1, 5, 2, 1, 3, 4, -1]
[-1, -4, -4, -3, -5, -10, 0, -5]
[-3, -6, -5, -4, -5, 3, -9, 1]
[-4, 2, -1, 2, 0, -3, -2, 8]
[6, 2, -7, 1, 5, 1, 1, -9]
[7, -4, 1, 0, -3, -3, -3, 0]
[-1, -3, -3, 0, -3, -2, 1, 5]
[-4, 12, 6, 3, 1, 2, 1, 1]
[-5, -2, -3, -2, -3, 0, 0, 4]
[-1, 1, -5, -2, -1, -4, -4, 6]
[3, -8, -4, -1, -1, -3, 2, -6]
[-5, 5, 3, -2, -2, 3, -8, 21]
[0, 2, 3, 1, -1, -1, -4, 3]
[0, -3, -2, 1, 2, 4, 6, -1]
[-4, 8, 2, 7, 1, 1, 6, 14]
[3, 0, 4, -2, 2, 0, 0, 0]
[-5, 0, 9, 1, -1, -5, -9, 0]
[-4, -3, -13, -1, -2, 1, -8, -6]
[0, -6, -3, -2, 3, 1, 9, 8]
[-1, 22, -3, 5, 3, 0, -13, -6]
[-3, -7, -6, -5, -5, -4, -3, 0]
[4, 12, 2, -3, -2, -1, 3, -2]
[-8, -6, 1, 1, 4, 5, -3, -1]
[20, 6, 0, -4, -3, -2, 2, 4]
[-2, -8, 10, 1, -5, -3, -13, -4]
[1, 8, -9, 3, 1, -1, 14, 7]
[2, 0, 1, -2, -1, -3, 1, 18]
[-6, -9, 1, -2, -1, -1, -1, -3]
[-6, 3, -1, 1, 3, 7, 0, -3]
[6, -2, 3, 0, 2, 1, 0, -7]
[0, 1, -1, 0, -4, -2, 0, -8]
[-5, -3, -4, 3, 3, 0, 4, 0]
[-1, 8, 6, 0, 3, 3, 8, 11]
[-5, -2, 1, 0, -1, -3, -11, -6]
[-1, 5, 6, 5, 6, 6, 21, -10]
[8, -8, -8, -1, -5, 5, 19, -24]
[-7, -2, -6, -3, -5, -4, -3, 9]
[-3, -4, 3, -3, -2, 2, -3, 32]
[1, 4, 2, -3, 2, -3, -8, -6]
[-10, -13, 5, 6, -3, -3, -7, 20]
[11, 8, -2, 0, 1, 3, 11, -13]
[1, 19, -3, 2, -5, -3, -4, 2]
[-7, -11, 20, -2, -2, -3, -3, 17]
[-5, -4, -9, -18, -3, 0, -15, -7]
[2, -18, -7, 15, 2, -2, 0, 9]
[1, -33, -15, -43, -19, -9, -13, -64]
[17, -14, -33, 35, -6, -8, -17, -56]
[5, 8, 4, -4, -4, -3, -3, 16]
[-4, -11, -2, -8, -3, 0, 7, 15]
[0, 12, 1, 6, 1, 3, 8, 13]
[-6, -30, 1, 1, 2, 5, 1, -6]
