[5, 15, 4, 5, 3, 2, 10, -7]
[-4, -4, 8, 1, -3, -6, 9, 12]
[1, 2, 3, 3, 6, 11, 33, 10]
[-10, 4, 5, 1, 3, 1, -5, 2]
[-4, 9, 2, 1, 5, -1, -7, 5]
[2, 1, -2, 1, 1, -2, 3, 9]
[-13, 4, 6, 0, 1, -6, -24, 20]
[11, -13, -11, -2, -2, -1, 16, -63]
[2, 16, 8, 3, 7, 7, 6, 3]
[1, -8, -8, -5, -9, 0, -7, 1]
[0, -1, 1, 1, 3, -4, -12, 8]
[10, 1, -3, -3, -4, -5, -6, -43]
[-3, -14, -5, -4, -5, -7, -5, -2]
[-8, -24, -4, -1, -1, 0, 1, -20]
[11, 7, -1, 0, 1, 9, 22, -9]
[-2, -10, -5, -4, -14, -11, -26, 21]
[4, -8, 5, 2, 0, 10, 30, -30]
[0, 14, 12, -1, 0, 2, -5, 17]
[-5, -30, -51, -11, -9, -6, 2, -8]
[-5, 16, 31, 9, 8, 2, 11, 26]
[-12, 24, 18, -2, 7, 19, 79, -2]
[15, -32, -25, -22, -17, -10, -20, -58]
[10, -10, -17, 1, -2, -3, -9, -27]
[21, 7, 9, 9, 7, 8, 30, 35]
[-4, -25, -27, -15, -3, -6, -13, -20]
[-6, 55, -8, 13, 4, 3, 28, 26]
[-10, -8, 15, -3, 7, 10, 4, 20]
[-13, -3, 6, 8, 2, -3, -9, 1]
[-10, -18, 25, -12, -11, -9, -20, -23]
[1, 4, -6, 12, 4, 2, 11, 49]
[0, 4, -41, -14, -4, -8, -35, -38]
[16, -7, 20, -13, -9, 1, 22, -38]
[-16, 17, 9, 35, 8, -1, -20, 68]
[-2, -19, 1, -8, -3, -5, -29, 9]
[8, 1, 11, 8, -4, 1, 26, 5]
[-17, -4, -40, -25, -5, -1, -16, 5]
[8, 3, -18, 1, 5, -11, -27, -32]
[-20, -35, 32, 5, 4, 23, 61, -6]
[-15, -6, 9, 5, -2, -2, 2, 19]
[7, 14, -13, -14, -3, -4, -8, -1]
[14, -12, -13, -3, -10, -7, -13, -33]
[2, 2, -6, -3, 0, 4, -8, -8]
[-5, -10, -3, -6, -4, 2, 6, -5]
[3, -13, 8, 7, 1, 0, -2, -5]
[2, 10, 0, -6, 0, 9, 12, 2]
[4, 1, 8, 3, -3, -19, -17, -3]
[3, 4, 6, -1, 0, 8, -7, -8]
[-12, -2, -2, 4, -4, -13, -21, 1]
[9, -5, 2, 9, 9, 11, 9, 19]
[-10, 2, -8, -8, -3, -7, -22, 5]
[8, 6, 12, 6, 3, -5, 15, 22]
[9, 12, -1, 4, -4, -1, 5, -6]
[3, -14, -12, -9, -8, -8, -14, -5]
[4, -3, 2, -3, -2, 25, 8, -2]
[-6, 10, -3, -4, -4, -8, 4, 21]
[-11, -22, -5, 1, -6, 0, -5, 0]
[7, 11, -18, -7, -5, -6, 8, -3]
[-2, -32, 4, 5, 2, -2, 7, 6]
[-3, -14, 3, 1, -8, -9, -14, -5]
[-6, 19, 12, 4, 4, 5, -2, 14]
[-12, 13, 4, 1, 3, 1, -3, 2]
[-8, 5, -7, -2, 1, -10, 1, -19]
[7, -8, -2, 1, 4, 5, -3, -6]
[31, 33, 14, 7, 7, 4, -2, -4]
[-8, -6, 6, 2, 4, 10, 37, 4]
[14, 22, 9, 4, 6, 3, -8, -8]
[-11, -7, 7, 3, 6, 3, 0, -2]
[-13, 15, 0, 0, 3, 1, 12, -3]
[-9, -4, 5, -1, -5, -8, -24, 7]
[14, 2, 0, -3, -2, -5, -14, -3]
